"model","scenario","unit","year","datasrc","variable","region","value","figure_type","figure_no","title_name","flip_sign","variable_rename","regions","models","years","scenarios","type","position","x","y","facet1","facet2","color","page_filter","scales"
"EPA-GHGI","Historic","Mt CO2/yr",2020,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Rail","United States",33.5,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2020,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Ships and Boats","United States",27.6,"stackbar",3,"Transportation CO2",0,"Water","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2021,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Buses","United States",25.1,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2021,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Commerical Aircraft","United States",119,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2021,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Light-Duty Trucks","United States",654,"stackbar",3,"Transportation CO2",0,"LD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2021,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Lubricants","United States",8,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2021,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Medium- and Heavy-Duty Trucks","United States",407.8,"stackbar",3,"Transportation CO2",0,"MHD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2021,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Mortorcycles","United States",7.4,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2021,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Other Aircraft","United States",35.1,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2021,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Passenger Cars","United States",365,"stackbar",3,"Transportation CO2",0,"Passenger Cars","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2021,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Pipelines","United States",64.2,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2021,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Rail","United States",34.7,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2021,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Ships and Boats","United States",45,"stackbar",3,"Transportation CO2",0,"Water","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
